Collection,SKU,Image,Barcode ,Products Name (TH),Products name (Eng),ราคาขายแนะนำ,RSP,ราคาทุน,Color ,Size,"Weight (G.)
น้ำหนัก","Width (Cm.)
กว้าง","Lenght (Cm.)
ยาว","height (Cm.)
สูง","ราคาทุนก่อน
VAT ",Vat 7%,"ราคาทุนรวม 
VAT ","Price before
VAT (USD)",Vat 7%,"Price 
VAT included (USD)","GP%
MOQ :  
30-50","ราคาทุนก่อน
VAT ",Vat 7%,"ราคาทุนรวม 
VAT ","Price before
VAT (USD)",Vat 7%,"Price 
VAT included (USD)","GP%
MOQ :  
51-100","ราคาทุนก่อน
VAT ",Vat 7%,"ราคาทุนรวม 
VAT ","Price before
VAT (USD)",Vat 7%,"Price 
VAT included (USD)","GP%
MOQ :  
101",Categories,Sub Category,Description (ภาษาไทย),Description,Ratings,"Shelf Life 
(Year)"
,OSC-03-0XLH,,8859771521441,"ผ้าพันคอสัตว์เลี้ยง - I'm So Hungry - ลายเจลลี่, สีม่วง, Size XL","Pet Scarf- I'm So Hungry-Jelly Pattern,Size XL",269.00,7.99,67.20,Purple,XL,30g,51,,23.0,188.55,13.20,201.75,4.99,0.35,5.34,25%,175.98,12.32,188.30,5.03,0.35,5.38,30%,163.41,11.44,174.85,4.67,0.33,5.0,35%,Scarf,,,,4,2
,OSC-03-2XLH,,8859771521458,"ผ้าพันคอสัตว์เลี้ยง - I'm So Hungry - ลายเจลลี่, สีม่วง, Size 2XL","Pet Scarf- I'm So Hungry-Jelly Pattern,Size 2XL",299.00,8.99,77.20,Purple,2XL,36g,56,,26.0,209.58,14.67,224.25,5.99,0.42,6.41,25%,195.61,13.69,209.30,5.59,0.39,5.98,30%,181.64,12.71,194.35,5.19,0.36,5.6,35%,Scarf,,,,4,2
,OSC-03-00SD,,8859771521465,"ผ้าพันคอสัตว์เลี้ยง - I'm So Hungry - ลายไข่ดาว, สีฟ้า, Size S","Pet Scarf- I'm So Hungry- fried egg  Pattern,Size S",249.00,7.99,57.20,Light Blue,S,16g,26,,14.0,174.53,12.22,186.75,4.99,0.35,5.34,25%,162.90,11.40,174.30,4.65,0.33,4.98,30%,151.26,10.59,161.85,4.32,0.30,4.6,35%,Scarf,,,,4,2
,OSC-03-00MD,,8859771521472,"ผ้าพันคอสัตว์เลี้ยง - I'm So Hungry - ลายไข่ดาว, สีฟ้า, Size M","Pet Scarf- I'm So Hungry- fried egg  Pattern,Size M",249.00,7.99,57.20,Light Blue,M,21g,36,,17.0,174.53,12.22,186.75,4.99,0.35,5.34,25%,162.90,11.40,174.30,4.65,0.33,4.98,30%,151.26,10.59,161.85,4.32,0.30,4.6,35%,Scarf,,,,4,2
,OSC-03-00LD,,8859771521489,"ผ้าพันคอสัตว์เลี้ยง - I'm So Hungry - ลายไข่ดาว, สีฟ้า, Size L","Pet Scarf- I'm So Hungry- fried egg  Pattern,Size L",269.00,7.99,67.20,Light Blue,L,24g,45,,20.0,188.55,13.20,201.75,4.99,0.35,5.34,25%,175.98,12.32,188.30,5.03,0.35,5.38,30%,163.41,11.44,174.85,4.67,0.33,5.0,35%,Scarf,,,,4,2
,OSC-03-0XLD,,8859771521496,"ผ้าพันคอสัตว์เลี้ยง - I'm So Hungry - ลายไข่ดาว, สีฟ้า, Size XL","Pet Scarf- I'm So Hungry- fried egg  Pattern,Size XL",269.00,7.99,67.20,Light Blue,XL,30g,51,,23.0,188.55,13.20,201.75,4.99,0.35,5.34,25%,175.98,12.32,188.30,5.03,0.35,5.38,30%,163.41,11.44,174.85,4.67,0.33,5.0,35%,Scarf,,,,4,2
,OSC-03-2XLD,,8859771521502,"ผ้าพันคอสัตว์เลี้ยง - I'm So Hungry - ลายไข่ดาว, สีฟ้า, Size 2XL","Pet Scarf- I'm So Hungry- fried egg  Pattern,Size 2XL",299.00,8.99,77.20,Light Blue,2XL,36g,56,,26.0,209.58,14.67,224.25,5.99,0.42,6.41,25%,195.61,13.69,209.30,5.59,0.39,5.98,30%,181.64,12.71,194.35,5.19,0.36,5.6,35%,Scarf,,,,4,2
,OSC-03-00SC,,8859771521519,"ผ้าพันคอสัตว์เลี้ยง - I'm So Hungry - ลายซัมเมอร์, สีนํ้าเงิน, Size S","Pet Scarf- I'm So Hungry- Summer Pattern,Size S",249.00,7.99,57.20,Blue,S,16g,26,,14.0,174.53,12.22,186.75,4.99,0.35,5.34,25%,162.90,11.40,174.30,4.65,0.33,4.98,30%,151.26,10.59,161.85,4.32,0.30,4.6,35%,Scarf,,,,4,2
,OSC-03-00MC,,8859771521526,"ผ้าพันคอสัตว์เลี้ยง - I'm So Hungry - ลายซัมเมอร์, สีนํ้าเงิน, Size M","Pet Scarf- I'm So Hungry- Summer Pattern,Size M",249.00,7.99,57.20,Blue,M,21g,36,,17.0,174.53,12.22,186.75,4.99,0.35,5.34,25%,162.90,11.40,174.30,4.65,0.33,4.98,30%,151.26,10.59,161.85,4.32,0.30,4.6,35%,Scarf,,,,4,2
,OSC-03-00LC,,8859771521533,"ผ้าพันคอสัตว์เลี้ยง - I'm So Hungry - ลายซัมเมอร์, สีนํ้าเงิน, Size L","Pet Scarf- I'm So Hungry- Summer Pattern,Size L",269.00,7.99,67.20,Blue,L,24g,45,,20.0,188.55,13.20,201.75,4.99,0.35,5.34,25%,175.98,12.32,188.30,5.03,0.35,5.38,30%,163.41,11.44,174.85,4.67,0.33,5.0,35%,Scarf,,,,4,2
,OSC-03-0XLC,,8859771521540,"ผ้าพันคอสัตว์เลี้ยง - I'm So Hungry - ลายซัมเมอร์, สีนํ้าเงิน, Size XL","Pet Scarf- I'm So Hungry- Summer Pattern,Size XL",269.00,7.99,67.20,Blue,XL,30g,51,,23.0,188.55,13.20,201.75,4.99,0.35,5.34,25%,175.98,12.32,188.30,5.03,0.35,5.38,30%,163.41,11.44,174.85,4.67,0.33,5.0,35%,Scarf,,,,4,2
,OSC-03-2XLC,,8859771521557,"ผ้าพันคอสัตว์เลี้ยง - I'm So Hungry - ลายซัมเมอร์, สีนํ้าเงิน, Size 2XL","Pet Scarf- I'm So Hungry- Summer Pattern,Size 2XL",299.00,8.99,77.20,Blue,2XL,36g,56,,26.0,209.58,14.67,224.25,5.99,0.42,6.41,25%,195.61,13.69,209.30,5.59,0.39,5.98,30%,181.64,12.71,194.35,5.19,0.36,5.6,35%,Scarf,,,,4,2
"To The Moon 
Pet Jacket(Discontinued)",OJK-01-005E,,8859771508367,"เสื้อแจ็คเก็ตสัตว์เลี้ยง - To the moon - สีแดง, เบอร์ 5 ","Pet jacket , To the moon , Red, Size 5 ",750.00,21.99,252.00,Red,4,90 g,26,21,39,525.70,36.80,562.5,14.99,1.05,16.04,25%,490.65,34.35,525.00,14.02,0.98,15,30%,455.61,31.89,487.5,13.02,0.91,13.9,35%,Raincoat,,"1. เสื้อผลิตมาจากผ้าร่มกันน้ำ สามารถใส่ได้หลากหลาย สถานการณ์ ออกไปเที่ยวแคมปิ้ง หรือใส่เป็นชุดกันฝน กันลมได้
2. เนื้อผ้ามีน้ำหนักเบา สวมใส่ง่าย ไม่อึดอัด
3. ที่แขนและด้านหลังมีดีเทลแต่งเทปสะท้อนแสง ช่วยลดการเกิดอันตรายในเวลากลางคืนหรือที่ที่มี แสงน้อย จะทำให้สามารถมองเห็นสัตว์เลี้ยงในที่มืดได้","1. The shirt is made from waterproof parachute fabric. It can be worn in a variety of situations, such as going out on a camping trip or it can also be worn as a rain suit, it’s also windproof.
2. The fabric is lightweight, easy to wear, and comfortable.
3. On the sleeves and back is a reflective tape detail. Help reduce the danger at night or where there is low light and low visibility. This feature will allow pets to be seen in the dark.",4,2
,OJK-01-007E,,8859771508404,"เสื้อแจ็คเก็ตสัตว์เลี้ยง - To the moon - สีแดง, เบอร์ 7","Pet jacket , To the moon , Red, Size 7",750.00,21.99,257.00,Red,7,109 g,31,29,50,525.70,36.80,562.5,14.99,1.05,16.04,25%,490.65,34.35,525.00,14.02,0.98,15,30%,455.61,31.89,487.5,13.02,0.91,13.9,35%,Raincoat,,"1. เสื้อผลิตมาจากผ้าร่มกันน้ำ สามารถใส่ได้หลากหลาย สถานการณ์ ออกไปเที่ยวแคมปิ้ง หรือใส่เป็นชุดกันฝน กันลมได้
2. เนื้อผ้ามีน้ำหนักเบา สวมใส่ง่าย ไม่อึดอัด
3. ที่แขนและด้านหลังมีดีเทลแต่งเทปสะท้อนแสง ช่วยลดการเกิดอันตรายในเวลากลางคืนหรือที่ที่มี แสงน้อย จะทำให้สามารถมองเห็นสัตว์เลี้ยงในที่มืดได้","1. The shirt is made from waterproof parachute fabric. It can be worn in a variety of situations, such as going out on a camping trip or it can also be worn as a rain suit, it’s also windproof.
2. The fabric is lightweight, easy to wear, and comfortable.
3. On the sleeves and back is a reflective tape detail. Help reduce the danger at night or where there is low light and low visibility. This feature will allow pets to be seen in the dark.",4,2
,OJK-01-009E,,8859771508442,"เสื้อแจ็คเก็ตสัตว์เลี้ยง - To the moon - สีแดง, เบอร์ 9","Pet jacket , To the moon , Red, Size 9",750.00,21.99,280.00,Red,9,139 g,35,35,56,525.70,36.80,562.5,14.99,1.05,16.04,25%,490.65,34.35,525.00,14.02,0.98,15,30%,455.61,31.89,487.5,13.02,0.91,13.9,35%,Raincoat,,"1. เสื้อผลิตมาจากผ้าร่มกันน้ำ สามารถใส่ได้หลากหลาย สถานการณ์ ออกไปเที่ยวแคมปิ้ง หรือใส่เป็นชุดกันฝน กันลมได้
2. เนื้อผ้ามีน้ำหนักเบา สวมใส่ง่าย ไม่อึดอัด
3. ที่แขนและด้านหลังมีดีเทลแต่งเทปสะท้อนแสง ช่วยลดการเกิดอันตรายในเวลากลางคืนหรือที่ที่มี แสงน้อย จะทำให้สามารถมองเห็นสัตว์เลี้ยงในที่มืดได้","1. The shirt is made from waterproof parachute fabric. It can be worn in a variety of situations, such as going out on a camping trip or it can also be worn as a rain suit, it’s also windproof.
2. The fabric is lightweight, easy to wear, and comfortable.
3. On the sleeves and back is a reflective tape detail. Help reduce the danger at night or where there is low light and low visibility. This feature will allow pets to be seen in the dark.",4,2
,OJK-01-011E,,8859771508480,"เสื้อแจ็คเก็ตสัตว์เลี้ยง - To the moon - สีแดง, เบอร์ 11","Pet jacket , To the moon , Red, Size 11 ",850.00,24.99,282.00,Red,11,187 g,44,44,66,595.79,41.71,637.5,16.99,1.19,18.18,25%,556.07,38.93,595.00,15.89,1.11,17,30%,516.36,36.14,552.5,14.75,1.03,15.8,35%,Raincoat,,"1. เสื้อผลิตมาจากผ้าร่มกันน้ำ สามารถใส่ได้หลากหลาย สถานการณ์ ออกไปเที่ยวแคมปิ้ง หรือใส่เป็นชุดกันฝน กันลมได้
2. เนื้อผ้ามีน้ำหนักเบา สวมใส่ง่าย ไม่อึดอัด
3. ที่แขนและด้านหลังมีดีเทลแต่งเทปสะท้อนแสง ช่วยลดการเกิดอันตรายในเวลากลางคืนหรือที่ที่มี แสงน้อย จะทำให้สามารถมองเห็นสัตว์เลี้ยงในที่มืดได้","1. The shirt is made from waterproof parachute fabric. It can be worn in a variety of situations, such as going out on a camping trip or it can also be worn as a rain suit, it’s also windproof.
2. The fabric is lightweight, easy to wear, and comfortable.
3. On the sleeves and back is a reflective tape detail. Help reduce the danger at night or where there is low light and low visibility. This feature will allow pets to be seen in the dark.",4,2
,OJK-01-013E,,8859771508527,"เสื้อแจ็คเก็ตสัตว์เลี้ยง - To the moon - สีแดง, เบอร์ 13","Pet jacket , To the moon , Red, Size 13",850.00,24.99,335.00,Red,13,241 g,48,54,75,595.79,41.71,637.5,16.99,1.19,18.18,25%,556.07,38.93,595.00,15.89,1.11,17,30%,516.36,36.14,552.5,14.75,1.03,15.8,35%,Raincoat,,"1. เสื้อผลิตมาจากผ้าร่มกันน้ำ สามารถใส่ได้หลากหลาย สถานการณ์ ออกไปเที่ยวแคมปิ้ง หรือใส่เป็นชุดกันฝน กันลมได้
2. เนื้อผ้ามีน้ำหนักเบา สวมใส่ง่าย ไม่อึดอัด
3. ที่แขนและด้านหลังมีดีเทลแต่งเทปสะท้อนแสง ช่วยลดการเกิดอันตรายในเวลากลางคืนหรือที่ที่มี แสงน้อย จะทำให้สามารถมองเห็นสัตว์เลี้ยงในที่มืดได้","1. The shirt is made from waterproof parachute fabric. It can be worn in a variety of situations, such as going out on a camping trip or it can also be worn as a rain suit, it’s also windproof.
2. The fabric is lightweight, easy to wear, and comfortable.
3. On the sleeves and back is a reflective tape detail. Help reduce the danger at night or where there is low light and low visibility. This feature will allow pets to be seen in the dark.",4,2
,OJK-01-015E,,8859771508565,"เสื้อแจ็คเก็ตสัตว์เลี้ยง - To the moon - สีแดง, เบอร์ 15","Pet jacket , To the moon , Red, Size 15",850.00,24.99,335.00,Red,15,291 g,69,64,85,595.79,41.71,637.5,16.99,1.19,18.18,25%,556.07,38.93,595.00,15.89,1.11,17,30%,516.36,36.14,552.5,14.75,1.03,15.8,35%,Raincoat,,"1. เสื้อผลิตมาจากผ้าร่มกันน้ำ สามารถใส่ได้หลากหลาย สถานการณ์ ออกไปเที่ยวแคมปิ้ง หรือใส่เป็นชุดกันฝน กันลมได้
2. เนื้อผ้ามีน้ำหนักเบา สวมใส่ง่าย ไม่อึดอัด
3. ที่แขนและด้านหลังมีดีเทลแต่งเทปสะท้อนแสง ช่วยลดการเกิดอันตรายในเวลากลางคืนหรือที่ที่มี แสงน้อย จะทำให้สามารถมองเห็นสัตว์เลี้ยงในที่มืดได้","1. The shirt is made from waterproof parachute fabric. It can be worn in a variety of situations, such as going out on a camping trip or it can also be worn as a rain suit, it’s also windproof.
2. The fabric is lightweight, easy to wear, and comfortable.
3. On the sleeves and back is a reflective tape detail. Help reduce the danger at night or where there is low light and low visibility. This feature will allow pets to be seen in the dark.",4,2
,OJK-01-005C,,8859771508350,"เสื้อแจ็คเก็ตสัตว์เลี้ยง - To the moon - สีน้ำเงิน, เบอร์ 5 ","Pet jacket , To the moon , Blue, Size 5",750.00,21.99,252.00,Blue,5,90 g,26,21,39,525.70,36.80,562.5,14.99,1.05,16.04,25%,490.65,34.35,525.00,14.02,0.98,15,30%,455.61,31.89,487.5,13.02,0.91,13.9,35%,Raincoat,,"1. เสื้อผลิตมาจากผ้าร่มกันน้ำ สามารถใส่ได้หลากหลาย สถานการณ์ ออกไปเที่ยวแคมปิ้ง หรือใส่เป็นชุดกันฝน กันลมได้
2. เนื้อผ้ามีน้ำหนักเบา สวมใส่ง่าย ไม่อึดอัด
3. ที่แขนและด้านหลังมีดีเทลแต่งเทปสะท้อนแสง ช่วยลดการเกิดอันตรายในเวลากลางคืนหรือที่ที่มี แสงน้อย จะทำให้สามารถมองเห็นสัตว์เลี้ยงในที่มืดได้","1. The shirt is made from waterproof parachute fabric. It can be worn in a variety of situations, such as going out on a camping trip or it can also be worn as a rain suit, it’s also windproof.
2. The fabric is lightweight, easy to wear, and comfortable.
3. On the sleeves and back is a reflective tape detail. Help reduce the danger at night or where there is low light and low visibility. This feature will allow pets to be seen in the dark.",4,2
,OJK-01-007C,,8859771508398,"เสื้อแจ็คเก็ตสัตว์เลี้ยง - To the moon - สีน้ำเงิน, เบอร์ 7","Pet jacket , To the moon , Blue, Size 7",750.00,21.99,257.00,Blue,7,109 g,31,29,50,525.70,36.80,562.5,14.99,1.05,16.04,25%,490.65,34.35,525.00,14.02,0.98,15,30%,455.61,31.89,487.5,13.02,0.91,13.9,35%,Raincoat,,"1. เสื้อผลิตมาจากผ้าร่มกันน้ำ สามารถใส่ได้หลากหลาย สถานการณ์ ออกไปเที่ยวแคมปิ้ง หรือใส่เป็นชุดกันฝน กันลมได้
2. เนื้อผ้ามีน้ำหนักเบา สวมใส่ง่าย ไม่อึดอัด
3. ที่แขนและด้านหลังมีดีเทลแต่งเทปสะท้อนแสง ช่วยลดการเกิดอันตรายในเวลากลางคืนหรือที่ที่มี แสงน้อย จะทำให้สามารถมองเห็นสัตว์เลี้ยงในที่มืดได้","1. The shirt is made from waterproof parachute fabric. It can be worn in a variety of situations, such as going out on a camping trip or it can also be worn as a rain suit, it’s also windproof.
2. The fabric is lightweight, easy to wear, and comfortable.
3. On the sleeves and back is a reflective tape detail. Help reduce the danger at night or where there is low light and low visibility. This feature will allow pets to be seen in the dark.",4,2
,OJK-01-009C,,8859771508435,"เสื้อแจ็คเก็ตสัตว์เลี้ยง - To the moon - สีน้ำเงิน, เบอร์ 9","Pet jacket , To the moon , Blue, Size 9",750.00,21.99,280.00,Blue,9,139 g,35,35,56,525.70,36.80,562.5,14.99,1.05,16.04,25%,490.65,34.35,525.00,14.02,0.98,15,30%,455.61,31.89,487.5,13.02,0.91,13.9,35%,Raincoat,,"1. เสื้อผลิตมาจากผ้าร่มกันน้ำ สามารถใส่ได้หลากหลาย สถานการณ์ ออกไปเที่ยวแคมปิ้ง หรือใส่เป็นชุดกันฝน กันลมได้
2. เนื้อผ้ามีน้ำหนักเบา สวมใส่ง่าย ไม่อึดอัด
3. ที่แขนและด้านหลังมีดีเทลแต่งเทปสะท้อนแสง ช่วยลดการเกิดอันตรายในเวลากลางคืนหรือที่ที่มี แสงน้อย จะทำให้สามารถมองเห็นสัตว์เลี้ยงในที่มืดได้","1. The shirt is made from waterproof parachute fabric. It can be worn in a variety of situations, such as going out on a camping trip or it can also be worn as a rain suit, it’s also windproof.
2. The fabric is lightweight, easy to wear, and comfortable.
3. On the sleeves and back is a reflective tape detail. Help reduce the danger at night or where there is low light and low visibility. This feature will allow pets to be seen in the dark.",4,2
,OJK-01-011C,,8859771508473,"เสื้อแจ็คเก็ตสัตว์เลี้ยง - To the moon - สีน้ำเงิน, เบอร์ 11","Pet jacket , To the moon , Blue, Size 11",850.00,24.99,282.00,Blue,11,187 g,44,44,66,595.79,41.71,637.5,16.99,1.19,18.18,25%,556.07,38.93,595.00,15.89,1.11,17,30%,516.36,36.14,552.5,14.75,1.03,15.8,35%,Raincoat,,"1. เสื้อผลิตมาจากผ้าร่มกันน้ำ สามารถใส่ได้หลากหลาย สถานการณ์ ออกไปเที่ยวแคมปิ้ง หรือใส่เป็นชุดกันฝน กันลมได้
2. เนื้อผ้ามีน้ำหนักเบา สวมใส่ง่าย ไม่อึดอัด
3. ที่แขนและด้านหลังมีดีเทลแต่งเทปสะท้อนแสง ช่วยลดการเกิดอันตรายในเวลากลางคืนหรือที่ที่มี แสงน้อย จะทำให้สามารถมองเห็นสัตว์เลี้ยงในที่มืดได้","1. The shirt is made from waterproof parachute fabric. It can be worn in a variety of situations, such as going out on a camping trip or it can also be worn as a rain suit, it’s also windproof.
2. The fabric is lightweight, easy to wear, and comfortable.
3. On the sleeves and back is a reflective tape detail. Help reduce the danger at night or where there is low light and low visibility. This feature will allow pets to be seen in the dark.",4,2
